"ID","subspecies","authority","code","comment","status","species","species_id","inaturalist","taxonID","notes"
8424,"Myiopagis caniceps cinerea","(Pelzeln, 1868)",,,,"Myiopagis caniceps",5216,20126,"https://www.inaturalist.org/taxa/718614",
8423,"Myiopagis caniceps parambae","(Hellmayr, 1904)",,,,"Myiopagis caniceps",5216,27795,"https://www.inaturalist.org/taxa/726648",
8417,"Myiopagis gaimardii bogotensis","(von Berlepsch, 1907)",,,,"Myiopagis gaimardii",5215,27796,"https://www.inaturalist.org/taxa/726649",
8420,"Myiopagis gaimardii gaimardii","(d'Orbigny, 1840)",,,,"Myiopagis gaimardii",5215,27797,"https://www.inaturalist.org/taxa/726650",
8419,"Myiopagis gaimardii guianensis","(von Berlepsch, 1907)",,,,"Myiopagis gaimardii",5215,27798,"https://www.inaturalist.org/taxa/726651",
8416,"Myiopagis gaimardii macilvainii","(Lawrence, 1871)",,,,"Myiopagis gaimardii",5215,27799,"https://www.inaturalist.org/taxa/726652",
8421,"Myiopagis gaimardii subcinerea","Zimmer, JT, 1941",,,,"Myiopagis gaimardii",5215,,,
8418,"Myiopagis gaimardii trinitatis","(Hartert & Goodson, 1917)",,,,"Myiopagis gaimardii",5215,27800,"https://www.inaturalist.org/taxa/726653",
8426,"Myiopagis olallai coopmansi","Cuervo, Stiles, Lentino, Brumfield & Derryberry, 2014","SSP","Newly described subspecies (Cuervo et al 2014)",,"Myiopagis olallai",5217,20127,"https://www.inaturalist.org/taxa/718615",
8427,"Myiopagis olallai incognita","Cuervo, Stiles, Lentino, Brumfield & Derryberry, 2014","SSP","Newly described subspecies (Cuervo et al 2014)",,"Myiopagis olallai",5217,20128,"https://www.inaturalist.org/taxa/718616",
8428,"Myiopagis olallai olallai","Coopmans & Krabbe, 2000",,,,"Myiopagis olallai",5217,20129,"https://www.inaturalist.org/taxa/718617",
8433,"Myiopagis viridicata accola","Bangs, 1902",,,,"Myiopagis viridicata",5220,27801,"https://www.inaturalist.org/taxa/726654",
8437,"Myiopagis viridicata implacens","(Sclater, PL, 1862)",,,,"Myiopagis viridicata",5220,27802,"https://www.inaturalist.org/taxa/726655",
8429,"Myiopagis viridicata jaliscensis","Nelson, 1900",,,,"Myiopagis viridicata",5220,27803,"https://www.inaturalist.org/taxa/726656",
8430,"Myiopagis viridicata minima","Nelson, 1898",,,,"Myiopagis viridicata",5220,27804,"https://www.inaturalist.org/taxa/726657",
8432,"Myiopagis viridicata pacifica","(Brodkorb, 1943)",,,,"Myiopagis viridicata",5220,27805,"https://www.inaturalist.org/taxa/726658",
8434,"Myiopagis viridicata pallens","Bangs, 1902",,,,"Myiopagis viridicata",5220,27806,"https://www.inaturalist.org/taxa/726659",
8431,"Myiopagis viridicata placens","(Sclater, PL, 1859)",,,,"Myiopagis viridicata",5220,27807,"https://www.inaturalist.org/taxa/726660",
8435,"Myiopagis viridicata restricta","Todd, 1952",,,,"Myiopagis viridicata",5220,27808,"https://www.inaturalist.org/taxa/726661",
8438,"Myiopagis viridicata viridicata","(Vieillot, 1817)",,,,"Myiopagis viridicata",5220,27809,"https://www.inaturalist.org/taxa/726662",
8436,"Myiopagis viridicata zuliae","Zimmer, JT & Phelps, 1955",,,,"Myiopagis viridicata",5220,27810,"https://www.inaturalist.org/taxa/726663",
16683,"Myioparus griseigularis griseigularis","(Jackson, 1906)",,,,"Myioparus griseigularis",8836,,,
16682,"Myioparus griseigularis parelii","(Traylor, 1970)",,,,"Myioparus griseigularis",8836,,,
16686,"Myioparus plumbeus catoleucus","(Reichenow, 1900)",,,,"Myioparus plumbeus",8837,,,
16685,"Myioparus plumbeus orientalis","(Reichenow & Neumann, 1895)",,,,"Myioparus plumbeus",8837,,,
16684,"Myioparus plumbeus plumbeus","(Hartlaub, 1858)",,,,"Myioparus plumbeus",8837,,,
8672,"Myiophobus fasciatus auriceps","(Gould & Gray, GR, 1839)",,,,"Myiophobus fasciatus",5350,27811,"https://www.inaturalist.org/taxa/726664",
8669,"Myiophobus fasciatus crypterythrus","(Sclater, PL, 1861)",,,,"Myiophobus fasciatus",5350,27812,"https://www.inaturalist.org/taxa/726665",
8668,"Myiophobus fasciatus fasciatus","(Statius Müller, PL, 1776)",,,,"Myiophobus fasciatus",5350,27813,"https://www.inaturalist.org/taxa/726666",
8673,"Myiophobus fasciatus flammiceps","(Temminck, 1822)",,,,"Myiophobus fasciatus",5350,27814,"https://www.inaturalist.org/taxa/726667",
8667,"Myiophobus fasciatus furfurosus","(Thayer & Bangs, 1905)",,,,"Myiophobus fasciatus",5350,27815,"https://www.inaturalist.org/taxa/726668",
8671,"Myiophobus fasciatus rufescens","(Salvadori, 1864)",,,,"Myiophobus fasciatus",5350,20130,"https://www.inaturalist.org/taxa/718618",
8670,"Myiophobus fasciatus saturatus","(von Berlepsch & Stolzmann, 1906)",,,,"Myiophobus fasciatus",5350,27816,"https://www.inaturalist.org/taxa/726669",
8660,"Myiophobus flavicans caripensis","Zimmer, JT & Phelps, 1954",,,,"Myiophobus flavicans",5345,27817,"https://www.inaturalist.org/taxa/726670",
8657,"Myiophobus flavicans flavicans","(Sclater, PL, 1861)",,,,"Myiophobus flavicans",5345,27818,"https://www.inaturalist.org/taxa/726671",
8658,"Myiophobus flavicans perijanus","Phelps & Phelps Jr, 1957",,,,"Myiophobus flavicans",5345,27819,"https://www.inaturalist.org/taxa/726672",
8661,"Myiophobus flavicans superciliosus","(Taczanowski, 1875)",,,,"Myiophobus flavicans",5345,27820,"https://www.inaturalist.org/taxa/726673",
8659,"Myiophobus flavicans venezuelanus","(Hellmayr, 1920)",,,,"Myiophobus flavicans",5345,27821,"https://www.inaturalist.org/taxa/726674",
8662,"Myiophobus phoenicomitra litae","(Hartert, 1900)",,,,"Myiophobus phoenicomitra",5346,27822,"https://www.inaturalist.org/taxa/726675",
8663,"Myiophobus phoenicomitra phoenicomitra","(Taczanowski & von Berlepsch, 1885)",,,,"Myiophobus phoenicomitra",5346,27823,"https://www.inaturalist.org/taxa/726676",
8665,"Myiophobus roraimae roraimae","(Salvin & Godman, 1883)",,,,"Myiophobus roraimae",5348,27824,"https://www.inaturalist.org/taxa/726677",
8666,"Myiophobus roraimae rufipennis","Carriker, 1932",,,,"Myiophobus roraimae",5348,27825,"https://www.inaturalist.org/taxa/726678",
8664,"Myiophobus roraimae sadiecoatsae","(Dickerman & Phelps Jr, 1987)",,,,"Myiophobus roraimae",5348,27826,"https://www.inaturalist.org/taxa/726679",
6398,"Myiopsitta monachus calita","(Jardine & Selby, 1830)",,,,"Myiopsitta monachus",4022,27827,"https://www.inaturalist.org/taxa/726680",
6396,"Myiopsitta monachus cotorra","(Vieillot, 1818)",,,,"Myiopsitta monachus",4022,15010,"https://www.inaturalist.org/taxa/508529",
6397,"Myiopsitta monachus monachus","(Boddaert, 1783)",,,,"Myiopsitta monachus",4022,27828,"https://www.inaturalist.org/taxa/726681",
8717,"Myiornis auricularis auricularis","(Vieillot, 1818)",,,,"Myiornis auricularis",5379,27829,"https://www.inaturalist.org/taxa/726682",
8716,"Myiornis auricularis cinereicollis","(zu Wied-Neuwied, 1831)",,,,"Myiornis auricularis",5379,27830,"https://www.inaturalist.org/taxa/726683",
8719,"Myiornis ecaudatus ecaudatus","(d'Orbigny & Lafresnaye, 1837)",,,,"Myiornis ecaudatus",5382,27831,"https://www.inaturalist.org/taxa/726684",
8718,"Myiornis ecaudatus miserabilis","(Chubb, C, 1919)",,,,"Myiornis ecaudatus",5382,27832,"https://www.inaturalist.org/taxa/726685",
9017,"Myiotheretes fumigatus cajamarcae","(Chapman, 1927)",,,,"Myiotheretes fumigatus",5505,27833,"https://www.inaturalist.org/taxa/726686",
9015,"Myiotheretes fumigatus fumigatus","(Boissonneau, 1840)",,,,"Myiotheretes fumigatus",5505,27834,"https://www.inaturalist.org/taxa/726687",
9016,"Myiotheretes fumigatus lugubris","(von Berlepsch, 1883)",,,,"Myiotheretes fumigatus",5505,27835,"https://www.inaturalist.org/taxa/726688",
9014,"Myiotheretes fumigatus olivaceus","(Phelps & Phelps Jr, 1953)",,,,"Myiotheretes fumigatus",5505,27836,"https://www.inaturalist.org/taxa/726689",
9013,"Myiotheretes striaticollis pallidus","von Berlepsch, 1906",,,,"Myiotheretes striaticollis",5503,27837,"https://www.inaturalist.org/taxa/726690",
9012,"Myiotheretes striaticollis striaticollis","(Sclater, PL, 1853)",,,,"Myiotheretes striaticollis",5503,27838,"https://www.inaturalist.org/taxa/726691",
19013,"Myiothlypis bivittata argentinae","(Zimmer, JT, 1949)",,,,"Myiothlypis bivittata",9955,27839,"https://www.inaturalist.org/taxa/726692",
19012,"Myiothlypis bivittata bivittata","(d'Orbigny & Lafresnaye, 1837)",,,,"Myiothlypis bivittata",9955,27840,"https://www.inaturalist.org/taxa/726693",
19016,"Myiothlypis cinereicollis cinereicollis","(Sclater, PL, 1864)",,,,"Myiothlypis cinereicollis",9960,27841,"https://www.inaturalist.org/taxa/726694",
19014,"Myiothlypis cinereicollis pallidula","(Wetmore, 1941)",,,,"Myiothlypis cinereicollis",9960,27842,"https://www.inaturalist.org/taxa/726695",
19015,"Myiothlypis cinereicollis zuliensis","(Aveledo & Perez, 1994)",,,,"Myiothlypis cinereicollis",9960,27843,"https://www.inaturalist.org/taxa/726696",
19022,"Myiothlypis coronata castaneiceps","(Sclater, PL & Salvin, 1877)",,,,"Myiothlypis coronata",9962,27844,"https://www.inaturalist.org/taxa/726697",
19023,"Myiothlypis coronata chapmani","(Todd, 1929)",,,,"Myiothlypis coronata",9962,27845,"https://www.inaturalist.org/taxa/726698",
19025,"Myiothlypis coronata coronata","(Tschudi, 1844)",,,,"Myiothlypis coronata",9962,27846,"https://www.inaturalist.org/taxa/726699",
19020,"Myiothlypis coronata elata","(Todd, 1929)",,,,"Myiothlypis coronata",9962,27847,"https://www.inaturalist.org/taxa/726700",
19024,"Myiothlypis coronata inaequalis","(Zimmer, JT, 1949)",,,,"Myiothlypis coronata",9962,27848,"https://www.inaturalist.org/taxa/726701",
19026,"Myiothlypis coronata notia","(Todd, 1929)",,,,"Myiothlypis coronata",9962,27849,"https://www.inaturalist.org/taxa/726702",
19021,"Myiothlypis coronata orientalis","(Chapman, 1924)",,,,"Myiothlypis coronata",9962,27850,"https://www.inaturalist.org/taxa/726703",
19019,"Myiothlypis coronata regulus","(Todd, 1929)",,,,"Myiothlypis coronata",9962,27851,"https://www.inaturalist.org/taxa/726704",
18998,"Myiothlypis flaveola flaveola","Baird, SF, 1865",,,,"Myiothlypis flaveola",9949,27852,"https://www.inaturalist.org/taxa/726705",
18997,"Myiothlypis flaveola pallidirostris","(Oren, 1985)",,,,"Myiothlypis flaveola",9949,27853,"https://www.inaturalist.org/taxa/726706",
19018,"Myiothlypis fraseri fraseri","(Sclater, PL, 1884)",,,,"Myiothlypis fraseri",9961,27854,"https://www.inaturalist.org/taxa/726707",
19017,"Myiothlypis fraseri ochraceicrista","(Chapman, 1921)",,,,"Myiothlypis fraseri",9961,27855,"https://www.inaturalist.org/taxa/726708",
19007,"Myiothlypis fulvicauda fulvicauda","(von Spix, 1825)",,,,"Myiothlypis fulvicauda",9953,27856,"https://www.inaturalist.org/taxa/726709",
19003,"Myiothlypis fulvicauda leucopygia","(Sclater, PL & Salvin, 1873)",,,,"Myiothlypis fulvicauda",9953,27857,"https://www.inaturalist.org/taxa/726710",
19006,"Myiothlypis fulvicauda motacilla","(Miller, AH, 1952)",,,,"Myiothlypis fulvicauda",9953,27858,"https://www.inaturalist.org/taxa/726711",
19005,"Myiothlypis fulvicauda semicervina","(Sclater, PL, 1860)",,,,"Myiothlypis fulvicauda",9953,27859,"https://www.inaturalist.org/taxa/726712",
19008,"Myiothlypis fulvicauda significans","(Zimmer, JT, 1949)",,,,"Myiothlypis fulvicauda",9953,27860,"https://www.inaturalist.org/taxa/726713",
19004,"Myiothlypis fulvicauda veraguensis","(Sharpe, 1885)",,,,"Myiothlypis fulvicauda",9953,27861,"https://www.inaturalist.org/taxa/726714",
19000,"Myiothlypis leucoblephara lemurum","(Olson, 1975)",,,,"Myiothlypis leucoblephara",9950,,,
18999,"Myiothlypis leucoblephara leucoblephara","(Vieillot, 1817)",,,,"Myiothlypis leucoblephara",9950,,,
18996,"Myiothlypis luteoviridis euophrys","(Sclater, PL & Salvin, 1876)",,,,"Myiothlypis luteoviridis",9946,20134,"https://www.inaturalist.org/taxa/718622",
18992,"Myiothlypis luteoviridis luteoviridis","(Bonaparte, 1845)",,,,"Myiothlypis luteoviridis",9946,27862,"https://www.inaturalist.org/taxa/726715",
18993,"Myiothlypis luteoviridis quindiana","(Meyer de Schauensee, 1946)",,,,"Myiothlypis luteoviridis",9946,27863,"https://www.inaturalist.org/taxa/726716",
18994,"Myiothlypis luteoviridis richardsoni","(Chapman, 1912)",,,,"Myiothlypis luteoviridis",9946,27864,"https://www.inaturalist.org/taxa/726717",
18995,"Myiothlypis luteoviridis striaticeps","Cabanis, 1873",,,,"Myiothlypis luteoviridis",9946,20135,"https://www.inaturalist.org/taxa/718623",
19011,"Myiothlypis rivularis boliviana","(Sharpe, 1885)",,,,"Myiothlypis rivularis",9954,27865,"https://www.inaturalist.org/taxa/726718",
19009,"Myiothlypis rivularis mesoleuca","(Sclater, PL, 1865)",,,,"Myiothlypis rivularis",9954,20136,"https://www.inaturalist.org/taxa/718624",
19010,"Myiothlypis rivularis rivularis","(zu Wied-Neuwied, 1821)",,,,"Myiothlypis rivularis",9954,27866,"https://www.inaturalist.org/taxa/726719",
19002,"Myiothlypis signata flavovirens","(Todd, 1929)",,,,"Myiothlypis signata",9951,27867,"https://www.inaturalist.org/taxa/726720",
19001,"Myiothlypis signata signata","(von Berlepsch & Stolzmann, 1906)",,,,"Myiothlypis signata",9951,27868,"https://www.inaturalist.org/taxa/726721",
8680,"Myiotriccus ornatus aureiventris","(Sclater, PL, 1874)",,,,"Myiotriccus ornatus",5354,27869,"https://www.inaturalist.org/taxa/726722",
8677,"Myiotriccus ornatus ornatus","(Lafresnaye, 1853)",,,,"Myiotriccus ornatus",5354,27870,"https://www.inaturalist.org/taxa/726723",
8679,"Myiotriccus ornatus phoenicurus","(Sclater, PL, 1855)",,,,"Myiotriccus ornatus",5354,14554,"https://www.inaturalist.org/taxa/424532",
8678,"Myiotriccus ornatus stellatus","(Cabanis, 1873)",,,,"Myiotriccus ornatus",5354,14553,"https://www.inaturalist.org/taxa/424531",
9071,"Myiozetetes cayanensis cayanensis","(Linnaeus, 1766)",,,,"Myiozetetes cayanensis",5538,27871,"https://www.inaturalist.org/taxa/726724",
9072,"Myiozetetes cayanensis erythropterus","(Lafresnaye, 1853)",,,,"Myiozetetes cayanensis",5538,27872,"https://www.inaturalist.org/taxa/726725",
9070,"Myiozetetes cayanensis hellmayri","Hartert & Goodson, 1917",,,,"Myiozetetes cayanensis",5538,27873,"https://www.inaturalist.org/taxa/726726",
9069,"Myiozetetes cayanensis rufipennis","Lawrence, 1869",,,,"Myiozetetes cayanensis",5538,27874,"https://www.inaturalist.org/taxa/726727",
9080,"Myiozetetes granadensis granadensis","Lawrence, 1862",,,,"Myiozetetes granadensis",5540,15886,"https://www.inaturalist.org/taxa/555699",
9082,"Myiozetetes granadensis obscurior","Todd, 1925",,,,"Myiozetetes granadensis",5540,27875,"https://www.inaturalist.org/taxa/726728",
9081,"Myiozetetes granadensis occidentalis","Zimmer, JT, 1937",,,,"Myiozetetes granadensis",5540,27876,"https://www.inaturalist.org/taxa/726729",
9083,"Myiozetetes luteiventris luteiventris","(Sclater, PL, 1858)",,,,"Myiozetetes luteiventris",5541,27877,"https://www.inaturalist.org/taxa/726730",
9084,"Myiozetetes luteiventris septentrionalis","Blake, 1961",,,,"Myiozetetes luteiventris",5541,27878,"https://www.inaturalist.org/taxa/726731",
9076,"Myiozetetes similis columbianus","Cabanis & Heine, 1859",,,,"Myiozetetes similis",5539,15834,"https://www.inaturalist.org/taxa/555604",
9078,"Myiozetetes similis grandis","Lawrence, 1871",,,,"Myiozetetes similis",5539,20137,"https://www.inaturalist.org/taxa/718625",
9074,"Myiozetetes similis hesperis","Phillips, AR, 1966",,,,"Myiozetetes similis",5539,27879,"https://www.inaturalist.org/taxa/726732",
9079,"Myiozetetes similis pallidiventris","Pinto, 1935",,,,"Myiozetetes similis",5539,27880,"https://www.inaturalist.org/taxa/726733",
9073,"Myiozetetes similis primulus","van Rossem, 1930",,,,"Myiozetetes similis",5539,27881,"https://www.inaturalist.org/taxa/726734",
9077,"Myiozetetes similis similis","(von Spix, 1825)",,,,"Myiozetetes similis",5539,27882,"https://www.inaturalist.org/taxa/726735",
9075,"Myiozetetes similis texensis","(Giraud Jr, 1841)",,,,"Myiozetetes similis",5539,15857,"https://www.inaturalist.org/taxa/555627",
17035,"Myophonus caeruleus caeruleus","(Scopoli, 1786)",,,,"Myophonus caeruleus",9009,20138,"https://www.inaturalist.org/taxa/718626",
17037,"Myophonus caeruleus crassirostris","Robinson, 1910",,,,"Myophonus caeruleus",9009,27883,"https://www.inaturalist.org/taxa/726736",
17038,"Myophonus caeruleus dichrorhynchus","Salvadori, 1879",,,,"Myophonus caeruleus",9009,27884,"https://www.inaturalist.org/taxa/726737",
17036,"Myophonus caeruleus eugenei","Hume, 1873",,,,"Myophonus caeruleus",9009,18440,"https://www.inaturalist.org/taxa/706744",
17039,"Myophonus caeruleus flavirostris","(Horsfield, 1821)",,,,"Myophonus caeruleus",9009,27885,"https://www.inaturalist.org/taxa/726738",
17034,"Myophonus caeruleus temminckii","Vigors, 1831",,,,"Myophonus caeruleus",9009,27886,"https://www.inaturalist.org/taxa/726739",
8119,"Myrmeciza atrothorax atrothorax","(Boddaert, 1783)",,,,"Myrmeciza atrothorax",4959,,,
8123,"Myrmeciza atrothorax griseiventris","Carriker, 1935",,,,"Myrmeciza atrothorax",4959,,,
8121,"Myrmeciza atrothorax maynana","Taczanowski, 1882",,,,"Myrmeciza atrothorax",4959,,,
8124,"Myrmeciza atrothorax melanura","(Ménétries, 1835)",,,,"Myrmeciza atrothorax",4959,,,
8118,"Myrmeciza atrothorax metae","Meyer de Schauensee, 1947",,,,"Myrmeciza atrothorax",4959,,,
8122,"Myrmeciza atrothorax obscurata","Zimmer, JT, 1932",,,,"Myrmeciza atrothorax",4959,,,
8120,"Myrmeciza atrothorax tenebrosa","Zimmer, JT, 1932",,,,"Myrmeciza atrothorax",4959,,,
8114,"Myrmeciza castanea castanea","Zimmer, JT, 1932",,,,"Myrmeciza castanea",4957,,,
8115,"Myrmeciza castanea centunculorum","Isler, ML et al, 2002",,,,"Myrmeciza castanea",4957,,,
8107,"Myrmeciza exsul cassini","(Ridgway, 1908)",,,,"Myrmeciza exsul",4947,,,
8105,"Myrmeciza exsul exsul","Sclater, PL, 1859",,,,"Myrmeciza exsul",4947,,,
8109,"Myrmeciza exsul maculifer","(Hellmayr, 1906)",,,,"Myrmeciza exsul",4947,,,
8108,"Myrmeciza exsul niglarus","Wetmore, 1962",,,,"Myrmeciza exsul",4947,,,
8106,"Myrmeciza exsul occidentalis","Cherrie, 1891",,,,"Myrmeciza exsul",4947,,,
8111,"Myrmeciza ferruginea eluta","(Todd, 1927)",,,,"Myrmeciza ferruginea",4948,,,
8110,"Myrmeciza ferruginea ferruginea","(Statius Müller, PL, 1776)",,,,"Myrmeciza ferruginea",4948,,,
8125,"Myrmeciza fortis fortis","(Sclater, PL & Salvin, 1868)",,,,"Myrmeciza fortis",4963,,,
8126,"Myrmeciza fortis incanescens","(Todd, 1927)",,,,"Myrmeciza fortis",4963,,,
8116,"Myrmeciza hemimelaena hemimelaena","Sclater, PL, 1857",,,,"Myrmeciza hemimelaena",4958,,,
8117,"Myrmeciza hemimelaena pallens","von Berlepsch & Hellmayr, 1905",,,,"Myrmeciza hemimelaena",4958,,,
8129,"Myrmeciza immaculata brunnea","Phelps & Phelps Jr, 1955",,,,"Myrmeciza immaculata",4964,,,
8128,"Myrmeciza immaculata concepcion","Donegan, 2012",,,,"Myrmeciza immaculata",4964,,,
8127,"Myrmeciza immaculata immaculata","(Lafresnaye, 1845)",,,,"Myrmeciza immaculata",4964,,,
8103,"Myrmeciza longipes boucardi","von Berlepsch, 1888",,,,"Myrmeciza longipes",4946,27887,"https://www.inaturalist.org/taxa/726740",
8104,"Myrmeciza longipes griseipectus","von Berlepsch & Hartert, 1902",,,,"Myrmeciza longipes",4946,27888,"https://www.inaturalist.org/taxa/726741",
8102,"Myrmeciza longipes longipes","(Swainson, 1825)",,,,"Myrmeciza longipes",4946,27889,"https://www.inaturalist.org/taxa/726742",
8101,"Myrmeciza longipes panamensis","Ridgway, 1908",,,,"Myrmeciza longipes",4946,27890,"https://www.inaturalist.org/taxa/726743",
8113,"Myrmeciza ruficauda ruficauda","(zu Wied-Neuwied, 1831)",,,,"Myrmeciza ruficauda",4949,,,
8112,"Myrmeciza ruficauda soror","Pinto, 1940",,,,"Myrmeciza ruficauda",4949,,,
8131,"Myrmeciza zeledoni macrorhyncha","Robbins & Ridgely, 1993",,,,"Myrmeciza zeledoni",4965,,,
8130,"Myrmeciza zeledoni zeledoni","Ridgway, 1909",,,,"Myrmeciza zeledoni",4965,,,
17167,"Myrmecocichla aethiops aethiops","Cabanis, 1850",,,,"Myrmecocichla aethiops",9093,27891,"https://www.inaturalist.org/taxa/726744",
17169,"Myrmecocichla aethiops cryptoleuca","Sharpe, 1891",,,,"Myrmecocichla aethiops",9093,27892,"https://www.inaturalist.org/taxa/726745",
17168,"Myrmecocichla aethiops sudanensis","Lynes, 1920",,,,"Myrmecocichla aethiops",9093,27893,"https://www.inaturalist.org/taxa/726746",
17174,"Myrmecocichla arnotti arnotti","(Tristram, 1869)",,,,"Myrmecocichla arnotti",9098,27894,"https://www.inaturalist.org/taxa/726752",
17175,"Myrmecocichla arnotti harterti","Neunzig, 1926",,,,"Myrmecocichla arnotti",9098,27895,"https://www.inaturalist.org/taxa/726753",
17170,"Myrmecocichla monticola albipileata","(Barboza du Bocage, 1867)",,,,"Myrmecocichla monticola",9097,34153,"https://www.inaturalist.org/taxa/980221",
17172,"Myrmecocichla monticola atmorii","(Tristram, 1869)",,,,"Myrmecocichla monticola",9097,34154,"https://www.inaturalist.org/taxa/980222",
17173,"Myrmecocichla monticola monticola","(Vieillot, 1818)",,,,"Myrmecocichla monticola",9097,34146,"https://www.inaturalist.org/taxa/980214",
17171,"Myrmecocichla monticola nigricauda","(Traylor, 1961)",,,,"Myrmecocichla monticola",9097,34145,"https://www.inaturalist.org/taxa/980213",
8048,"Myrmoborus leucophrys angustirostris","(Cabanis, 1849)",,,,"Myrmoborus leucophrys",4918,27904,"https://www.inaturalist.org/taxa/726762",
8046,"Myrmoborus leucophrys erythrophrys","(Sclater, PL, 1855)",,,,"Myrmoborus leucophrys",4918,27905,"https://www.inaturalist.org/taxa/726763",
8050,"Myrmoborus leucophrys griseigula","Zimmer, JT, 1932",,,,"Myrmoborus leucophrys",4918,,,
8049,"Myrmoborus leucophrys koenigorum","O'Neill & Parker, TA, 1997",,,,"Myrmoborus leucophrys",4918,27906,"https://www.inaturalist.org/taxa/726764",
8047,"Myrmoborus leucophrys leucophrys","(Tschudi, 1844)",,,,"Myrmoborus leucophrys",4918,27907,"https://www.inaturalist.org/taxa/726765",
8051,"Myrmoborus lugubris berlepschi","(Hellmayr, 1910)",,,,"Myrmoborus lugubris",4919,27908,"https://www.inaturalist.org/taxa/726766",
8053,"Myrmoborus lugubris femininus","(Hellmayr, 1910)",,,,"Myrmoborus lugubris",4919,27909,"https://www.inaturalist.org/taxa/726767",
8054,"Myrmoborus lugubris lugubris","(Cabanis, 1847)",,,,"Myrmoborus lugubris",4919,27910,"https://www.inaturalist.org/taxa/726768",
8052,"Myrmoborus lugubris stictopterus","Todd, 1927",,,,"Myrmoborus lugubris",4919,27911,"https://www.inaturalist.org/taxa/726769",
8059,"Myrmoborus myotherinus ardesiacus","Todd, 1927",,,,"Myrmoborus myotherinus",4920,27912,"https://www.inaturalist.org/taxa/726770",
8055,"Myrmoborus myotherinus elegans","(Sclater, PL, 1857)",,,,"Myrmoborus myotherinus",4920,27913,"https://www.inaturalist.org/taxa/726771",
8058,"Myrmoborus myotherinus incanus","Hellmayr, 1929",,,,"Myrmoborus myotherinus",4920,27914,"https://www.inaturalist.org/taxa/726772",
8057,"Myrmoborus myotherinus myotherinus","(von Spix, 1825)",,,,"Myrmoborus myotherinus",4920,27915,"https://www.inaturalist.org/taxa/726773",
8056,"Myrmoborus myotherinus napensis","Zimmer, JT, 1932",,,,"Myrmoborus myotherinus",4920,,,
8061,"Myrmoborus myotherinus ochrolaemus","(Hellmayr, 1906)",,,,"Myrmoborus myotherinus",4920,27916,"https://www.inaturalist.org/taxa/726774",
8060,"Myrmoborus myotherinus proximus","Todd, 1927",,,,"Myrmoborus myotherinus",4920,27917,"https://www.inaturalist.org/taxa/726775",
8062,"Myrmoborus myotherinus sororius","(Hellmayr, 1910)",,,,"Myrmoborus myotherinus",4920,27918,"https://www.inaturalist.org/taxa/726776",
7963,"Myrmorchilus strigilatus strigilatus","(zu Wied-Neuwied, 1831)",,,,"Myrmorchilus strigilatus",4856,27928,"https://www.inaturalist.org/taxa/726786",
7964,"Myrmorchilus strigilatus suspicax","Wetmore, 1922",,,,"Myrmorchilus strigilatus",4856,27929,"https://www.inaturalist.org/taxa/726787",
8132,"Myrmornis torquata stictoptera","(Salvin, 1893)",,,,"Myrmornis torquata",4967,20139,"https://www.inaturalist.org/taxa/718627",
8133,"Myrmornis torquata torquata","(Boddaert, 1783)",,,,"Myrmornis torquata",4967,20140,"https://www.inaturalist.org/taxa/718628",
8301,"Myrmothera campanisona campanisona","(Hermann, 1783)",,,,"Myrmothera campanisona",5006,27930,"https://www.inaturalist.org/taxa/726788",
8300,"Myrmothera campanisona dissors","Zimmer, JT, 1934",,,,"Myrmothera campanisona",5006,27931,"https://www.inaturalist.org/taxa/726789",
8303,"Myrmothera campanisona minor","(Taczanowski, 1882)",,,,"Myrmothera campanisona",5006,27932,"https://www.inaturalist.org/taxa/726790",
8299,"Myrmothera campanisona modesta","(Sclater, PL, 1855)",,,,"Myrmothera campanisona",5006,27933,"https://www.inaturalist.org/taxa/726791",
8302,"Myrmothera campanisona signata","Zimmer, JT, 1934",,,,"Myrmothera campanisona",5006,27934,"https://www.inaturalist.org/taxa/726792",
8304,"Myrmothera campanisona subcanescens","Todd, 1927",,,,"Myrmothera campanisona",5006,,,
8308,"Myrmothera simplex duidae","Chapman, 1929",,,,"Myrmothera simplex",5007,27935,"https://www.inaturalist.org/taxa/726793",
8307,"Myrmothera simplex guaiquinimae","Zimmer, JT & Phelps, 1946",,,,"Myrmothera simplex",5007,27936,"https://www.inaturalist.org/taxa/726794",
8305,"Myrmothera simplex pacaraimae","Phelps Jr & Dickerman, 1980",,,,"Myrmothera simplex",5007,27937,"https://www.inaturalist.org/taxa/726795",
8306,"Myrmothera simplex simplex","(Salvin & Godman, 1884)",,,,"Myrmothera simplex",5007,27938,"https://www.inaturalist.org/taxa/726796",
7958,"Myrmotherula assimilis assimilis","Pelzeln, 1868",,,,"Myrmotherula assimilis",4853,,,
7959,"Myrmotherula assimilis transamazonica","Gyldenstolpe, 1951",,,,"Myrmotherula assimilis",4853,,,
7812,"Myrmotherula axillaris albigula","Lawrence, 1865",,,,"Myrmotherula axillaris",4839,27939,"https://www.inaturalist.org/taxa/726797",
7815,"Myrmotherula axillaris axillaris","(Vieillot, 1817)",,,,"Myrmotherula axillaris",4839,27940,"https://www.inaturalist.org/taxa/726798",
7816,"Myrmotherula axillaris fresnayana","(d'Orbigny, 1835)",,,,"Myrmotherula axillaris",4839,27941,"https://www.inaturalist.org/taxa/726799",
