"ID","subspecies","authority","code","comment","status","species","species_id","inaturalist","taxonID","notes"
4255,"Abeillia abeillei abeillei","(Lesson, R & Delattre, 1839)",,,,"Abeillia abeillei",1970,16603,"https://www.inaturalist.org/taxa/629178",
4256,"Abeillia abeillei aurea","Miller, W & Griscom, 1925",,,,"Abeillia abeillei",1970,16604,"https://www.inaturalist.org/taxa/629179",
12980,"Abroscopus albogularis albogularis","(Moore, F, 1854)",,,,"Abroscopus albogularis",7424,16605,"https://www.inaturalist.org/taxa/629181",
12982,"Abroscopus albogularis fulvifacies","(Swinhoe, 1870)",,,,"Abroscopus albogularis",7424,16606,"https://www.inaturalist.org/taxa/629182",
12981,"Abroscopus albogularis hugonis","Deignan, 1938",,,,"Abroscopus albogularis",7424,16607,"https://www.inaturalist.org/taxa/629183",
12984,"Abroscopus schisticeps flavimentalis","(Baker, ECS, 1924)",,,,"Abroscopus schisticeps",7425,16608,"https://www.inaturalist.org/taxa/629185",
12985,"Abroscopus schisticeps ripponi","(Sharpe, 1902)",,,,"Abroscopus schisticeps",7425,16609,"https://www.inaturalist.org/taxa/629186",
12983,"Abroscopus schisticeps schisticeps","(Gray, JE & Gray, GR, 1847)",,,,"Abroscopus schisticeps",7425,16610,"https://www.inaturalist.org/taxa/629187",
12975,"Abroscopus superciliaris bambusarum","Deignan, 1947",,,,"Abroscopus superciliaris",7423,16611,"https://www.inaturalist.org/taxa/629188",
12971,"Abroscopus superciliaris drasticus","Deignan, 1947",,,,"Abroscopus superciliaris",7423,16612,"https://www.inaturalist.org/taxa/629189",
12974,"Abroscopus superciliaris euthymus","Deignan, 1947",,,,"Abroscopus superciliaris",7423,16613,"https://www.inaturalist.org/taxa/629190",
12970,"Abroscopus superciliaris flaviventris","(Jerdon, 1863)",,,,"Abroscopus superciliaris",7423,16614,"https://www.inaturalist.org/taxa/629191",
12977,"Abroscopus superciliaris papilio","Deignan, 1947",,,,"Abroscopus superciliaris",7423,16615,"https://www.inaturalist.org/taxa/629192",
12976,"Abroscopus superciliaris sakaiorum","(Stresemann, 1912)",,,,"Abroscopus superciliaris",7423,16616,"https://www.inaturalist.org/taxa/629193",
12978,"Abroscopus superciliaris schwaneri","(Blyth, 1870)",,,,"Abroscopus superciliaris",7423,16617,"https://www.inaturalist.org/taxa/629194",
12972,"Abroscopus superciliaris smythiesi","Deignan, 1947",,,,"Abroscopus superciliaris",7423,16618,"https://www.inaturalist.org/taxa/629195",
12973,"Abroscopus superciliaris superciliaris","(Blyth, 1859)",,,,"Abroscopus superciliaris",7423,16619,"https://www.inaturalist.org/taxa/629196",
12979,"Abroscopus superciliaris vordermani","(Büttikofer, 1893)",,,,"Abroscopus superciliaris",7423,16620,"https://www.inaturalist.org/taxa/629197",
18711,"Acanthis flammea cabaret","(Statius Müller, PL, 1776)",,,,"Acanthis flammea",9820,,,
18712,"Acanthis flammea flammea","(Linnaeus, 1758)",,,,"Acanthis flammea",9820,15709,"https://www.inaturalist.org/taxa/542879",
18713,"Acanthis flammea rostrata","(Coues, 1861)",,,,"Acanthis flammea",9820,15460,"https://www.inaturalist.org/taxa/516887",
18714,"Acanthis hornemanni exilipes","(Coues, 1862)",,,,"Acanthis hornemanni",9821,15452,"https://www.inaturalist.org/taxa/516870",
18715,"Acanthis hornemanni hornemanni","(Holböll, 1843)",,,,"Acanthis hornemanni",9821,16622,"https://www.inaturalist.org/taxa/629303",
5806,"Acanthisitta chloris chloris","(Sparrman, 1787)",,,,"Acanthisitta chloris",4366,14506,"https://www.inaturalist.org/taxa/413546",
5805,"Acanthisitta chloris granti","Mathews & Iredale, 1913",,,,"Acanthisitta chloris",4366,14431,"https://www.inaturalist.org/taxa/411421",
10055,"Acanthiza apicalis albiventris","North, 1904",,,,"Acanthiza apicalis",6007,16623,"https://www.inaturalist.org/taxa/629304",
10054,"Acanthiza apicalis apicalis","Gould, 1847",,,,"Acanthiza apicalis",6007,16624,"https://www.inaturalist.org/taxa/629305",
9654,"Acanthiza apicalis cinerascens","Schodde & Mason, 1999",,,,"Acanthiza apicalis",6007,16625,"https://www.inaturalist.org/taxa/629306",
9655,"Acanthiza apicalis whitlocki","North, 1909",,,,"Acanthiza apicalis",6007,16626,"https://www.inaturalist.org/taxa/629307",
10068,"Acanthiza chrysorrhoa chrysorrhoa","(Quoy & Gaimard, 1832)",,,,"Acanthiza chrysorrhoa",6014,16627,"https://www.inaturalist.org/taxa/629308",
10067,"Acanthiza chrysorrhoa leachi","Mathews, 1912",,,,"Acanthiza chrysorrhoa",6014,16628,"https://www.inaturalist.org/taxa/629309",
10066,"Acanthiza chrysorrhoa leighi","Ogilvie-Grant, 1909",,,,"Acanthiza chrysorrhoa",6014,16629,"https://www.inaturalist.org/taxa/629310",
10065,"Acanthiza chrysorrhoa normantoni","(Mathews, 1913)",,,,"Acanthiza chrysorrhoa",6014,16630,"https://www.inaturalist.org/taxa/629311",
10056,"Acanthiza ewingii ewingii","Gould, 1844",,,,"Acanthiza ewingii",6008,16631,"https://www.inaturalist.org/taxa/629312",
10057,"Acanthiza ewingii rufifrons","Campbell, AJ, 1903",,,,"Acanthiza ewingii",6008,16632,"https://www.inaturalist.org/taxa/629313",
10063,"Acanthiza iredalei hedleyi","Mathews, 1912",,,,"Acanthiza iredalei",6013,16633,"https://www.inaturalist.org/taxa/629314",
10062,"Acanthiza iredalei iredalei","Mathews, 1911",,,,"Acanthiza iredalei",6013,16634,"https://www.inaturalist.org/taxa/629316",
10064,"Acanthiza iredalei rosinae","Mathews, 1913",,,,"Acanthiza iredalei",6013,16635,"https://www.inaturalist.org/taxa/629317",
10072,"Acanthiza lineata alberti","Mathews, 1920",,,,"Acanthiza lineata",6017,16636,"https://www.inaturalist.org/taxa/629319",
10073,"Acanthiza lineata clelandi","Mathews, 1912",,,,"Acanthiza lineata",6017,16637,"https://www.inaturalist.org/taxa/629320",
10074,"Acanthiza lineata lineata","Gould, 1838",,,,"Acanthiza lineata",6017,16638,"https://www.inaturalist.org/taxa/629321",
10075,"Acanthiza lineata whitei","Mathews, 1912",,,,"Acanthiza lineata",6017,16639,"https://www.inaturalist.org/taxa/629322",
10069,"Acanthiza nana flava","White, HL, 1922",,,,"Acanthiza nana",6015,16640,"https://www.inaturalist.org/taxa/629323",
10070,"Acanthiza nana modesta","De Vis, 1905",,,,"Acanthiza nana",6015,16641,"https://www.inaturalist.org/taxa/629324",
10071,"Acanthiza nana nana","Vigors & Horsfield, 1827",,,,"Acanthiza nana",6015,16642,"https://www.inaturalist.org/taxa/629325",
9649,"Acanthiza pusilla dawsonensis","Campbell, AG, 1922",,,,"Acanthiza pusilla",6006,16644,"https://www.inaturalist.org/taxa/629327",
9651,"Acanthiza pusilla diemenensis","Gould, 1838",,,,"Acanthiza pusilla",6006,16645,"https://www.inaturalist.org/taxa/629328",
9652,"Acanthiza pusilla magnirostris","Campbell, AJ, 1903",,,,"Acanthiza pusilla",6006,,,
9650,"Acanthiza pusilla pusilla","(Shaw, 1790)",,,,"Acanthiza pusilla",6006,16646,"https://www.inaturalist.org/taxa/629329",
9653,"Acanthiza pusilla zietzi","North, 1904",,,,"Acanthiza pusilla",6006,16647,"https://www.inaturalist.org/taxa/629330",
10061,"Acanthiza reguloides australis","(North, 1904)",,,,"Acanthiza reguloides",6011,16648,"https://www.inaturalist.org/taxa/629331",
10059,"Acanthiza reguloides nesa","(Mathews, 1920)",,,,"Acanthiza reguloides",6011,16649,"https://www.inaturalist.org/taxa/629332",
10060,"Acanthiza reguloides reguloides","Vigors & Horsfield, 1827",,,,"Acanthiza reguloides",6011,16650,"https://www.inaturalist.org/taxa/629333",
10058,"Acanthiza reguloides squamata","De Vis, 1889",,,,"Acanthiza reguloides",6011,16651,"https://www.inaturalist.org/taxa/629334",
9767,"Acanthorhynchus tenuirostris cairnsensis","Mathews, 1912",,,,"Acanthorhynchus tenuirostris",5875,16652,"https://www.inaturalist.org/taxa/629338",
9768,"Acanthorhynchus tenuirostris dubius","Gould, 1837",,,,"Acanthorhynchus tenuirostris",5875,16653,"https://www.inaturalist.org/taxa/629339",
9769,"Acanthorhynchus tenuirostris halmaturinus","Campbell, AG, 1906",,,,"Acanthorhynchus tenuirostris",5875,16654,"https://www.inaturalist.org/taxa/629340",
9770,"Acanthorhynchus tenuirostris tenuirostris","(Latham, 1801)",,,,"Acanthorhynchus tenuirostris",5875,16655,"https://www.inaturalist.org/taxa/629341",
10005,"Acanthornis magna greeniana","Schodde & Mason, 1999",,,,"Acanthornis magna",5076,16656,"https://www.inaturalist.org/taxa/629342",
10004,"Acanthornis magna magna","(Gould, 1855)",,,,"Acanthornis magna",5076,16657,"https://www.inaturalist.org/taxa/629343",
1494,"Accipiter albogularis albogularis","Gray, GR, 1870",,,,"Accipiter albogularis",1133,16658,"https://www.inaturalist.org/taxa/629344",
1491,"Accipiter albogularis eichhorni","Hartert, 1926",,,,"Accipiter albogularis",1133,16659,"https://www.inaturalist.org/taxa/629345",
1493,"Accipiter albogularis gilvus","Mayr, 1945",,,,"Accipiter albogularis",1133,16660,"https://www.inaturalist.org/taxa/629346",
1495,"Accipiter albogularis sharpei","(Oustalet, 1875)",,,,"Accipiter albogularis",1133,16661,"https://www.inaturalist.org/taxa/629347",
1492,"Accipiter albogularis woodfordi","(Sharpe, 1888)",,,,"Accipiter albogularis",1133,16662,"https://www.inaturalist.org/taxa/629348",
1448,"Accipiter badius badius","(Gmelin, JF, 1788)",,,,"Accipiter badius",1123,14719,"https://www.inaturalist.org/taxa/472768",
1445,"Accipiter badius cenchroides","(Severtsov, 1873)",,,,"Accipiter badius",1123,16663,"https://www.inaturalist.org/taxa/629349",
1446,"Accipiter badius dussumieri","(Temminck, 1824)",,,,"Accipiter badius",1123,16664,"https://www.inaturalist.org/taxa/629350",
1447,"Accipiter badius poliopsis","(Hume, 1874)",,,,"Accipiter badius",1123,16665,"https://www.inaturalist.org/taxa/629351",
1444,"Accipiter badius polyzonoides","Smith, A, 1838",,,,"Accipiter badius",1123,14720,"https://www.inaturalist.org/taxa/472769",
1443,"Accipiter badius sphenurus","(Rüppell, 1836)",,,,"Accipiter badius",1123,16666,"https://www.inaturalist.org/taxa/629352",
1538,"Accipiter bicolor bicolor","(Vieillot, 1817)",,,,"Accipiter bicolor",1160,16667,"https://www.inaturalist.org/taxa/629353",
1539,"Accipiter bicolor fidens","Bangs & Noble, 1918",,,,"Accipiter bicolor",1160,16668,"https://www.inaturalist.org/taxa/629354",
1540,"Accipiter bicolor guttifer","Hellmayr, 1917",,,,"Accipiter bicolor",1160,16669,"https://www.inaturalist.org/taxa/629355",
1541,"Accipiter bicolor pileatus","(Temminck, 1823)",,,,"Accipiter bicolor",1160,16670,"https://www.inaturalist.org/taxa/629356",
1449,"Accipiter butleri butleri","(Gurney Jr, 1898)",,,,"Accipiter butleri",1124,16671,"https://www.inaturalist.org/taxa/629357",
1450,"Accipiter butleri obsoletus","(Richmond, 1902)",,,,"Accipiter butleri",1124,16672,"https://www.inaturalist.org/taxa/629358",
1442,"Accipiter castanilius beniensis","Lönnberg, 1917",,,,"Accipiter castanilius",1122,,,
1441,"Accipiter castanilius castanilius","Bonaparte, 1853",,,,"Accipiter castanilius",1122,,,
1517,"Accipiter cirrocephalus cirrocephalus","(Vieillot, 1817)",,,,"Accipiter cirrocephalus",1147,16673,"https://www.inaturalist.org/taxa/629360",
1515,"Accipiter cirrocephalus papuanus","(Rothschild & Hartert, 1913)",,,,"Accipiter cirrocephalus",1147,16674,"https://www.inaturalist.org/taxa/629361",
1516,"Accipiter cirrocephalus rosselianus","Mayr, 1940",,,,"Accipiter cirrocephalus",1147,16675,"https://www.inaturalist.org/taxa/629362",
1514,"Accipiter erythrauchen ceramensis","(Schlegel, 1862)",,,,"Accipiter erythrauchen",1146,16676,"https://www.inaturalist.org/taxa/629363",
1513,"Accipiter erythrauchen erythrauchen","Gray, GR, 1861",,,,"Accipiter erythrauchen",1146,16677,"https://www.inaturalist.org/taxa/629364",
1496,"Accipiter erythropus erythropus","(Hartlaub, 1855)",,,,"Accipiter erythropus",1141,16678,"https://www.inaturalist.org/taxa/629365",
1497,"Accipiter erythropus zenkeri","Reichenow, 1894",,,,"Accipiter erythropus",1141,16679,"https://www.inaturalist.org/taxa/629366",
1483,"Accipiter fasciatus buruensis","Stresemann, 1914",,,,"Accipiter fasciatus",1131,,,
1487,"Accipiter fasciatus didimus","(Mathews, 1912)",,,,"Accipiter fasciatus",1131,16680,"https://www.inaturalist.org/taxa/629367",
1484,"Accipiter fasciatus dogwa","Rand, 1941",,,,"Accipiter fasciatus",1131,16681,"https://www.inaturalist.org/taxa/629368",
1488,"Accipiter fasciatus fasciatus","(Vigors & Horsfield, 1827)",,,,"Accipiter fasciatus",1131,16682,"https://www.inaturalist.org/taxa/629369",
1482,"Accipiter fasciatus hellmayri","Stresemann, 1922",,,,"Accipiter fasciatus",1131,16683,"https://www.inaturalist.org/taxa/629370",
1477,"Accipiter fasciatus natalis","(Lister, 1889)",,,,"Accipiter fasciatus",1131,16684,"https://www.inaturalist.org/taxa/629371",
1485,"Accipiter fasciatus polycryptus","Rothschild & Hartert, 1915",,,,"Accipiter fasciatus",1131,16685,"https://www.inaturalist.org/taxa/629372",
1481,"Accipiter fasciatus savu","Mayr, 1941",,,,"Accipiter fasciatus",1131,16686,"https://www.inaturalist.org/taxa/629373",
1480,"Accipiter fasciatus stresemanni","Rensch, 1931",,,,"Accipiter fasciatus",1131,16687,"https://www.inaturalist.org/taxa/629374",
1479,"Accipiter fasciatus tjendanae","Stresemann, 1925",,,,"Accipiter fasciatus",1131,16688,"https://www.inaturalist.org/taxa/629375",
1486,"Accipiter fasciatus vigilax","(Wetmore, 1926)",,,,"Accipiter fasciatus",1131,14811,"https://www.inaturalist.org/taxa/485665",
1478,"Accipiter fasciatus wallacii","(Sharpe, 1874)",,,,"Accipiter fasciatus",1131,16689,"https://www.inaturalist.org/taxa/629376",
1454,"Accipiter francesiae brutus","(Schlegel, 1865)",,,,"Accipiter francesiae",1127,16690,"https://www.inaturalist.org/taxa/629377",
1451,"Accipiter francesiae francesiae","Smith, A, 1834",,,,"Accipiter francesiae",1127,16691,"https://www.inaturalist.org/taxa/629378",
1452,"Accipiter francesiae griveaudi","Benson, 1960",,,,"Accipiter francesiae",1127,16692,"https://www.inaturalist.org/taxa/629379",
1453,"Accipiter francesiae pusillus","(Gurney, 1875)",,,"EXT","Accipiter francesiae",1127,16693,"https://www.inaturalist.org/taxa/629380",
1545,"Accipiter gentilis albidus","(Menzbier, 1882)",,,,"Accipiter gentilis",1164,16694,"https://www.inaturalist.org/taxa/629381",
1553,"Accipiter gentilis apache","van Rossem, 1938",,,,"Accipiter gentilis",1164,,,
1550,"Accipiter gentilis arrigonii","(Kleinschmidt, O, 1903)",,,,"Accipiter gentilis",1164,16695,"https://www.inaturalist.org/taxa/629382",
1551,"Accipiter gentilis atricapillus","(Wilson, A, 1812)",,,,"Accipiter gentilis",1164,13999,"https://www.inaturalist.org/taxa/236905",
1544,"Accipiter gentilis buteoides","(Menzbier, 1882)",,,,"Accipiter gentilis",1164,16696,"https://www.inaturalist.org/taxa/629383",
1547,"Accipiter gentilis fujiyamae","(Swann & Hartert, 1923)",,,,"Accipiter gentilis",1164,15375,"https://www.inaturalist.org/taxa/516036",
1548,"Accipiter gentilis gentilis","(Linnaeus, 1758)",,,,"Accipiter gentilis",1164,16697,"https://www.inaturalist.org/taxa/629384",
1552,"Accipiter gentilis laingi","(Taverner, 1940)",,,,"Accipiter gentilis",1164,14000,"https://www.inaturalist.org/taxa/236906",
1549,"Accipiter gentilis marginatus","(Piller & Mitterpacher, 1783)",,,,"Accipiter gentilis",1164,,,
1546,"Accipiter gentilis schvedowi","(Menzbier, 1882)",,,,"Accipiter gentilis",1164,16698,"https://www.inaturalist.org/taxa/629385",
1501,"Accipiter gularis gularis","(Temminck & Schlegel, 1844)",,,,"Accipiter gularis",1143,16699,"https://www.inaturalist.org/taxa/629386",
1502,"Accipiter gularis iwasakii","Mishima, 1962",,,,"Accipiter gularis",1143,16700,"https://www.inaturalist.org/taxa/629387",
1500,"Accipiter gularis sibiricus","Stepanyan, 1959",,,,"Accipiter gularis",1143,16701,"https://www.inaturalist.org/taxa/629388",
1536,"Accipiter gundlachi gundlachi","Lawrence, 1861",,,,"Accipiter gundlachi",1159,16702,"https://www.inaturalist.org/taxa/629389",
1537,"Accipiter gundlachi wileyi","Wotzkow, 1991",,,,"Accipiter gundlachi",1159,16703,"https://www.inaturalist.org/taxa/629390",
1462,"Accipiter hiogaster albiventris","(Salvadori, 1876)",,,,"Accipiter hiogaster",1130,16704,"https://www.inaturalist.org/taxa/629391",
1472,"Accipiter hiogaster bougainvillei","(Rothschild & Hartert, 1905)",,,,"Accipiter hiogaster",1130,16705,"https://www.inaturalist.org/taxa/629392",
1470,"Accipiter hiogaster dampieri","(Gurney, 1882)",,,,"Accipiter hiogaster",1130,16706,"https://www.inaturalist.org/taxa/629393",
1458,"Accipiter hiogaster griseogularis","(Gray, GR, 1861)",,,,"Accipiter hiogaster",1130,16707,"https://www.inaturalist.org/taxa/629394",
1460,"Accipiter hiogaster hiogaster","(Müller, S, 1841)",,,,"Accipiter hiogaster",1130,16708,"https://www.inaturalist.org/taxa/629395",
1467,"Accipiter hiogaster lavongai","Mayr, 1945",,,,"Accipiter hiogaster",1130,16709,"https://www.inaturalist.org/taxa/629396",
1463,"Accipiter hiogaster leucosomus","(Sharpe, 1874)",,,,"Accipiter hiogaster",1130,16710,"https://www.inaturalist.org/taxa/629397",
1471,"Accipiter hiogaster lihirensis","Stresemann, 1933",,,,"Accipiter hiogaster",1130,16711,"https://www.inaturalist.org/taxa/629398",
1475,"Accipiter hiogaster malaitae","Mayr, 1931",,,,"Accipiter hiogaster",1130,16712,"https://www.inaturalist.org/taxa/629399",
1469,"Accipiter hiogaster manusi","Mayr, 1945",,,,"Accipiter hiogaster",1130,16713,"https://www.inaturalist.org/taxa/629400",
1468,"Accipiter hiogaster matthiae","Mayr, 1945",,,,"Accipiter hiogaster",1130,16714,"https://www.inaturalist.org/taxa/629401",
1464,"Accipiter hiogaster misoriensis","(Salvadori, 1876)",,,,"Accipiter hiogaster",1130,16715,"https://www.inaturalist.org/taxa/629402",
1466,"Accipiter hiogaster misulae","Mayr, 1940",,,,"Accipiter hiogaster",1130,16716,"https://www.inaturalist.org/taxa/629403",
1457,"Accipiter hiogaster mortyi","Hartert, 1925",,,,"Accipiter hiogaster",1130,16717,"https://www.inaturalist.org/taxa/629404",
1459,"Accipiter hiogaster obiensis","(Hartert, 1903)",,,,"Accipiter hiogaster",1130,16718,"https://www.inaturalist.org/taxa/629406",
1461,"Accipiter hiogaster pallidiceps","(Salvadori, 1879)",,,,"Accipiter hiogaster",1130,16719,"https://www.inaturalist.org/taxa/629407",
1465,"Accipiter hiogaster pallidimas","Mayr, 1940",,,,"Accipiter hiogaster",1130,16720,"https://www.inaturalist.org/taxa/629408",
1456,"Accipiter hiogaster polionotus","(Salvadori, 1889)",,,,"Accipiter hiogaster",1130,16721,"https://www.inaturalist.org/taxa/629409",
1476,"Accipiter hiogaster pulchellus","(Ramsay, EP, 1882)",,,,"Accipiter hiogaster",1130,16722,"https://www.inaturalist.org/taxa/629410",
1474,"Accipiter hiogaster rubianae","(Rothschild & Hartert, 1905)",,,,"Accipiter hiogaster",1130,16723,"https://www.inaturalist.org/taxa/629411",
1473,"Accipiter hiogaster rufoschistaceus","(Rothschild & Hartert, 1902)",,,,"Accipiter hiogaster",1130,16724,"https://www.inaturalist.org/taxa/629412",
1455,"Accipiter hiogaster sylvestris","Wallace, 1864",,,,"Accipiter hiogaster",1130,16725,"https://www.inaturalist.org/taxa/629413",
1489,"Accipiter melanochlamys melanochlamys","(Salvadori, 1876)",,,,"Accipiter melanochlamys",1132,16726,"https://www.inaturalist.org/taxa/629414",
1490,"Accipiter melanochlamys schistacinus","(Rothschild & Hartert, 1913)",,,,"Accipiter melanochlamys",1132,16727,"https://www.inaturalist.org/taxa/629415",
1543,"Accipiter melanoleucus melanoleucus","Smith, A, 1830",,,,"Accipiter melanoleucus",1162,15446,"https://www.inaturalist.org/taxa/516849",
1542,"Accipiter melanoleucus temminckii","(Hartlaub, 1855)",,,,"Accipiter melanoleucus",1162,16728,"https://www.inaturalist.org/taxa/629416",
1499,"Accipiter minullus minullus","(Daudin, 1800)",,,,"Accipiter minullus",1142,,,
1498,"Accipiter minullus tropicalis","Reichenow, 1898",,,,"Accipiter minullus",1142,,,
1522,"Accipiter nisus dementjevi","Stepanyan, 1958",,,,"Accipiter nisus",1152,,,
1526,"Accipiter nisus granti","Sharpe, 1890",,,,"Accipiter nisus",1152,14896,"https://www.inaturalist.org/taxa/496992",
1523,"Accipiter nisus melaschistos","Hume, 1869",,,,"Accipiter nisus",1152,16729,"https://www.inaturalist.org/taxa/629417",
1521,"Accipiter nisus nisosimilis","(Tickell, 1833)",,,,"Accipiter nisus",1152,16730,"https://www.inaturalist.org/taxa/629418",
1520,"Accipiter nisus nisus","(Linnaeus, 1758)",,,,"Accipiter nisus",1152,16731,"https://www.inaturalist.org/taxa/629419",
1525,"Accipiter nisus punicus","Erlanger, 1897",,,,"Accipiter nisus",1152,16732,"https://www.inaturalist.org/taxa/629420",
1524,"Accipiter nisus wolterstorffi","Kleinschmidt, O, 1901",,,,"Accipiter nisus",1152,16733,"https://www.inaturalist.org/taxa/629421",
1518,"Accipiter rhodogaster rhodogaster","(Schlegel, 1862)",,,,"Accipiter rhodogaster",1149,16735,"https://www.inaturalist.org/taxa/629423",
1519,"Accipiter rhodogaster sulaensis","(Schlegel, 1866)",,,,"Accipiter rhodogaster",1149,16736,"https://www.inaturalist.org/taxa/629424",
1527,"Accipiter rufiventris perspicillaris","(Rüppell, 1836)",,,,"Accipiter rufiventris",1153,16737,"https://www.inaturalist.org/taxa/629425",
1528,"Accipiter rufiventris rufiventris","Smith, A, 1830",,,,"Accipiter rufiventris",1153,16738,"https://www.inaturalist.org/taxa/629426",
1533,"Accipiter striatus fringilloides","Vigors, 1827",,,,"Accipiter striatus",1154,15983,"https://www.inaturalist.org/taxa/559383",
1532,"Accipiter striatus madrensis","Storer, 1952",,,,"Accipiter striatus",1154,15981,"https://www.inaturalist.org/taxa/559381",
1529,"Accipiter striatus perobscurus","Snyder, 1938",,,,"Accipiter striatus",1154,14001,"https://www.inaturalist.org/taxa/236907",
1534,"Accipiter striatus striatus","Vieillot, 1808",,,,"Accipiter striatus",1154,15984,"https://www.inaturalist.org/taxa/559385",
1531,"Accipiter striatus suttoni","van Rossem, 1939",,,,"Accipiter striatus",1154,15982,"https://www.inaturalist.org/taxa/559382",
1530,"Accipiter striatus velox","(Wilson, A, 1812)",,,,"Accipiter striatus",1154,14002,"https://www.inaturalist.org/taxa/236908",
1535,"Accipiter striatus venator","Wetmore, 1914",,,,"Accipiter striatus",1154,15985,"https://www.inaturalist.org/taxa/559386",
1420,"Accipiter superciliosus fontainieri","Bonaparte, 1853",,,,"Accipiter superciliosus",1115,16739,"https://www.inaturalist.org/taxa/629428",
1421,"Accipiter superciliosus superciliosus","(Linnaeus, 1766)",,,,"Accipiter superciliosus",1115,16740,"https://www.inaturalist.org/taxa/629429",
1439,"Accipiter tachiro pembaensis","Benson & Elliott, HFI, 1975",,,,"Accipiter tachiro",1121,16742,"https://www.inaturalist.org/taxa/629431",
1438,"Accipiter tachiro sparsimfasciatus","(Reichenow, 1895)",,,,"Accipiter tachiro",1121,15438,"https://www.inaturalist.org/taxa/516840",
1440,"Accipiter tachiro tachiro","(Daudin, 1800)",,,,"Accipiter tachiro",1121,16743,"https://www.inaturalist.org/taxa/629432",
1437,"Accipiter tachiro unduliventer","(Rüppell, 1836)","SSP","Includes croizati. Ash & Atkins, 2009",,"Accipiter tachiro",1121,16744,"https://www.inaturalist.org/taxa/629433",
1436,"Accipiter toussenelii canescens","(Chapin, 1921)","CORR","Move canescens to Red-chested Goshawk. Corrects error in original subspecies allocation.",,"Accipiter toussenelii",1120,16745,"https://www.inaturalist.org/taxa/629434",
1434,"Accipiter toussenelii lopezi","(Alexander, 1903)",,,,"Accipiter toussenelii",1120,16746,"https://www.inaturalist.org/taxa/629435",
1433,"Accipiter toussenelii macrocelides","(Hartlaub, 1855)",,,,"Accipiter toussenelii",1120,,,
1435,"Accipiter toussenelii toussenelii","(Verreaux, J, Verreaux, E & Des Murs, 1855)",,,,"Accipiter toussenelii",1120,16748,"https://www.inaturalist.org/taxa/629437",
1431,"Accipiter trivirgatus castroi","Manuel & Gilliard, 1952",,,,"Accipiter trivirgatus",1117,16749,"https://www.inaturalist.org/taxa/629438",
1432,"Accipiter trivirgatus extimus","Mayr, 1945",,,,"Accipiter trivirgatus",1117,16750,"https://www.inaturalist.org/taxa/629439",
1423,"Accipiter trivirgatus formosae","Mayr, 1949",,,,"Accipiter trivirgatus",1117,16751,"https://www.inaturalist.org/taxa/629440",
1422,"Accipiter trivirgatus indicus","(Hodgson, 1836)",,,,"Accipiter trivirgatus",1117,16752,"https://www.inaturalist.org/taxa/629441",
1428,"Accipiter trivirgatus javanicus","Mayr, 1949",,,,"Accipiter trivirgatus",1117,16753,"https://www.inaturalist.org/taxa/629442",
1425,"Accipiter trivirgatus layardi","(Whistler, 1936)",,,,"Accipiter trivirgatus",1117,16754,"https://www.inaturalist.org/taxa/629443",
1429,"Accipiter trivirgatus microstictus","Mayr, 1949",,,,"Accipiter trivirgatus",1117,16755,"https://www.inaturalist.org/taxa/629444",
1427,"Accipiter trivirgatus niasensis","Mayr, 1949",,,,"Accipiter trivirgatus",1117,16756,"https://www.inaturalist.org/taxa/629445",
1430,"Accipiter trivirgatus palawanus","Mayr, 1949",,,,"Accipiter trivirgatus",1117,16757,"https://www.inaturalist.org/taxa/629446",
1424,"Accipiter trivirgatus peninsulae","Koelz, 1949",,,,"Accipiter trivirgatus",1117,16758,"https://www.inaturalist.org/taxa/629447",
1426,"Accipiter trivirgatus trivirgatus","(Temminck, 1824)",,,,"Accipiter trivirgatus",1117,16759,"https://www.inaturalist.org/taxa/629448",
1510,"Accipiter virgatus abdulalii","Mees, 1981",,,,"Accipiter virgatus",1144,16760,"https://www.inaturalist.org/taxa/629449",
1503,"Accipiter virgatus affinis","Hodgson, 1836",,,,"Accipiter virgatus",1144,16761,"https://www.inaturalist.org/taxa/629450",
1505,"Accipiter virgatus besra","Jerdon, 1839",,,,"Accipiter virgatus",1144,16762,"https://www.inaturalist.org/taxa/629451",
1511,"Accipiter virgatus confusus","Hartert, 1910",,,,"Accipiter virgatus",1144,16763,"https://www.inaturalist.org/taxa/629452",
1504,"Accipiter virgatus fuscipectus","Mees, 1970",,,,"Accipiter virgatus",1144,16398,"https://www.inaturalist.org/taxa/603268",
1512,"Accipiter virgatus quagga","Parkes, 1973",,,,"Accipiter virgatus",1144,16765,"https://www.inaturalist.org/taxa/629454",
1509,"Accipiter virgatus quinquefasciatus","Mees, 1984",,,,"Accipiter virgatus",1144,16766,"https://www.inaturalist.org/taxa/629455",
1507,"Accipiter virgatus rufotibialis","Sharpe, 1887",,,,"Accipiter virgatus",1144,16767,"https://www.inaturalist.org/taxa/629456",
1506,"Accipiter virgatus vanbemmeli","Voous, 1950",,,,"Accipiter virgatus",1144,16768,"https://www.inaturalist.org/taxa/629457",
1508,"Accipiter virgatus virgatus","(Temminck, 1822)",,,,"Accipiter virgatus",1144,16769,"https://www.inaturalist.org/taxa/629458",
12933,"Achaetops pycnopygius pycnopygius","(Sclater, PL, 1853)",,,,"Achaetops pycnopygius",7407,16770,"https://www.inaturalist.org/taxa/629460",
